,date,density,location_id,project_id,quantity,sample
358,2018-03-07,0.9643,Limmat_Unterengstringen_OggierBührer,SLR,27,12.0
359,2017-04-13,0.5926,Limmat_Zuerich_JansenA,SLR,32,1.0
360,2017-05-11,0.2407,Limmat_Zuerich_JansenA,SLR,13,2.0
361,2017-06-15,0.8148,Limmat_Zuerich_JansenA,SLR,44,3.0
362,2017-07-13,0.6481,Limmat_Zuerich_JansenA,SLR,35,4.0
363,2017-08-17,1.2037,Limmat_Zuerich_JansenA,SLR,65,5.0
364,2017-09-07,0.2037,Limmat_Zuerich_JansenA,SLR,11,6.0
365,2017-10-11,0.1481,Limmat_Zuerich_JansenA,SLR,8,7.0
366,2017-11-16,0.0185,Limmat_Zuerich_JansenA,SLR,1,8.0
367,2017-12-14,0.1296,Limmat_Zuerich_JansenA,SLR,7,9.0
368,2018-01-17,0.037,Limmat_Zuerich_JansenA,SLR,2,10.0
369,2018-03-15,0.1111,Limmat_Zuerich_JansenA,SLR,6,11.0
370,2017-04-10,2.9762,limmat_zuerich_suterd&glauserp,SLR,125,1.0
371,2017-05-16,0.5238,limmat_zuerich_suterd&glauserp,SLR,22,2.0
372,2017-06-14,3.5238,limmat_zuerich_suterd&glauserp,SLR,148,3.0
373,2017-07-12,4.6905,limmat_zuerich_suterd&glauserp,SLR,197,4.0
374,2017-08-21,1.5476,limmat_zuerich_suterd&glauserp,SLR,65,5.0
375,2017-09-26,0.5714,limmat_zuerich_suterd&glauserp,SLR,24,6.0
376,2017-10-18,0.5,limmat_zuerich_suterd&glauserp,SLR,21,7.0
377,2017-11-23,0.2381,limmat_zuerich_suterd&glauserp,SLR,10,8.0
378,2017-12-21,0.1429,limmat_zuerich_suterd&glauserp,SLR,6,9.0
379,2018-02-24,0.4762,limmat_zuerich_suterd&glauserp,SLR,20,10.0
380,2018-03-24,1.1429,limmat_zuerich_suterd&glauserp,SLR,48,11.0
381,2017-04-30,0.5143,Limmat_Zuerich_WagnerC,SLR,18,1.0
382,2017-05-30,1.0857,Limmat_Zuerich_WagnerC,SLR,38,2.0
383,2017-06-30,1.6857,Limmat_Zuerich_WagnerC,SLR,59,3.0
384,2017-07-27,0.0857,Limmat_Zuerich_WagnerC,SLR,3,4.0
385,2017-08-31,0.2571,Limmat_Zuerich_WagnerC,SLR,9,5.0
386,2017-10-07,0.1143,Limmat_Zuerich_WagnerC,SLR,4,6.0
387,2017-11-03,0.6,Limmat_Zuerich_WagnerC,SLR,21,7.0
388,2017-12-31,0.3143,Limmat_Zuerich_WagnerC,SLR,11,8.0
389,2018-03-30,0.6571,Limmat_Zuerich_WagnerC,SLR,23,9.0
390,2017-05-04,1.5862,limmat_zürich_mortensena_meiera,SLR,46,1.0
391,2017-06-23,11.1379,limmat_zürich_mortensena_meiera,SLR,323,2.0
392,2017-08-07,1.3448,limmat_zürich_mortensena_meiera,SLR,39,3.0
393,2017-04-07,1.3235,Lorze_Baar_BlarerE,SLR,45,1.0
394,2017-05-06,0.9412,Lorze_Baar_BlarerE,SLR,32,2.0
395,2017-06-02,0.8529,Lorze_Baar_BlarerE,SLR,29,3.0
396,2017-07-08,0.7059,Lorze_Baar_BlarerE,SLR,24,4.0
397,2017-08-06,0.8824,Lorze_Baar_BlarerE,SLR,30,5.0
398,2017-09-10,0.6765,Lorze_Baar_BlarerE,SLR,23,6.0
399,2017-10-21,0.3529,Lorze_Baar_BlarerE,SLR,12,7.0
400,2017-11-04,0.7941,Lorze_Baar_BlarerE,SLR,27,8.0
401,2017-12-23,0.3235,Lorze_Baar_BlarerE,SLR,11,9.0
402,2018-01-20,0.5,Lorze_Baar_BlarerE,SLR,17,10.0
403,2018-02-10,0.4412,Lorze_Baar_BlarerE,SLR,15,11.0
404,2018-03-10,1.3235,Lorze_Baar_BlarerE,SLR,45,12.0
405,2017-05-21,0.269,lötschebach_bern_scheurerk,SLR,46,1.0
406,2017-07-09,0.0117,lötschebach_bern_scheurerk,SLR,2,2.0
407,2017-08-26,0.0526,lötschebach_bern_scheurerk,SLR,9,3.0
408,2017-11-22,0.0292,lötschebach_bern_scheurerk,SLR,5,4.0
409,2018-01-29,0.1228,lötschebach_bern_scheurerk,SLR,21,5.0
410,2018-02-20,0.0702,lötschebach_bern_scheurerk,SLR,12,6.0
411,2018-03-14,0.0877,lötschebach_bern_scheurerk,SLR,15,7.0
412,2017-04-08,0.24,Mammern swisslitterreport,SLR,90,1.0
413,2017-06-15,0.5813,Mammern swisslitterreport,SLR,218,2.0
414,2017-07-24,0.32,Mammern swisslitterreport,SLR,120,3.0
415,2017-08-26,0.568,Mammern swisslitterreport,SLR,213,4.0
416,2017-10-30,0.1493,Mammern swisslitterreport,SLR,56,5.0
417,2017-11-04,0.0613,Mammern swisslitterreport,SLR,23,6.0
418,2018-01-01,0.0347,Mammern swisslitterreport,SLR,13,7.0
419,2018-02-03,0.0613,Mammern swisslitterreport,SLR,23,8.0
420,2017-04-15,0.7692,Murg_Waengi_StrickerR,SLR,10,1.0
421,2017-06-20,0.0769,Murg_Waengi_StrickerR,SLR,1,2.0
422,2017-07-15,0.0769,Murg_Waengi_StrickerR,SLR,1,3.0
423,2017-08-22,0.4615,Murg_Waengi_StrickerR,SLR,6,4.0
424,2017-11-20,0.4615,Murg_Waengi_StrickerR,SLR,6,5.0
425,2017-12-27,0.3077,Murg_Waengi_StrickerR,SLR,4,6.0
426,2018-01-28,0.4615,Murg_Waengi_StrickerR,SLR,6,7.0
427,2018-02-26,0.2308,Murg_Waengi_StrickerR,SLR,3,8.0
428,2018-03-22,0.1538,Murg_Waengi_StrickerR,SLR,2,9.0
429,2017-04-07,2.6,Neuenburgersee_Cudrefin_MatterA,SLR,26,1.0
430,2017-05-28,2.7,Neuenburgersee_Cudrefin_MatterA,SLR,27,2.0
431,2017-06-25,2.6,Neuenburgersee_Cudrefin_MatterA,SLR,26,3.0
432,2017-07-29,2.1,Neuenburgersee_Cudrefin_MatterA,SLR,21,4.0
433,2017-08-20,1.9,Neuenburgersee_Cudrefin_MatterA,SLR,19,5.0
434,2017-09-24,3.0,Neuenburgersee_Cudrefin_MatterA,SLR,30,6.0
435,2017-10-28,2.3,Neuenburgersee_Cudrefin_MatterA,SLR,23,7.0
436,2017-12-17,2.1,Neuenburgersee_Cudrefin_MatterA,SLR,21,8.0
437,2017-05-03,2.8723,Ognonnaz-1,SLR,135,1.0
438,2017-04-08,2.7143,Pfaffner_Rothrist_Ischik,SLR,38,1.0
439,2017-05-30,1.1429,Pfaffner_Rothrist_Ischik,SLR,16,2.0
440,2017-06-22,0.5,Pfaffner_Rothrist_Ischik,SLR,7,3.0
441,2017-07-17,0.3571,Pfaffner_Rothrist_Ischik,SLR,5,4.0
442,2017-08-28,0.6429,Pfaffner_Rothrist_Ischik,SLR,9,5.0
443,2017-09-24,0.2857,Pfaffner_Rothrist_Ischik,SLR,4,6.0
444,2017-10-07,0.3571,Pfaffner_Rothrist_Ischik,SLR,5,7.0
445,2017-11-24,0.5,Pfaffner_Rothrist_Ischik,SLR,7,8.0
446,2017-12-27,0.3571,Pfaffner_Rothrist_Ischik,SLR,5,9.0
447,2017-04-24,0.25,Reuss,SLR,1,1.0
448,2017-04-10,1.6071,reuss_hünenberg_eberhardy,SLR,45,1.0
449,2017-05-09,1.1786,reuss_hünenberg_eberhardy,SLR,33,2.0
450,2017-06-12,1.2143,reuss_hünenberg_eberhardy,SLR,34,3.0
451,2017-07-09,0.9643,reuss_hünenberg_eberhardy,SLR,27,4.0
452,2017-08-23,1.5357,reuss_hünenberg_eberhardy,SLR,43,5.0
453,2017-09-20,0.3214,reuss_hünenberg_eberhardy,SLR,9,6.0
454,2017-10-31,0.3571,reuss_hünenberg_eberhardy,SLR,10,7.0
455,2017-11-18,0.25,reuss_hünenberg_eberhardy,SLR,7,8.0
456,2017-12-31,0.8214,reuss_hünenberg_eberhardy,SLR,23,9.0
457,2018-01-31,1.1429,reuss_hünenberg_eberhardy,SLR,32,10.0
458,2018-02-26,0.2143,reuss_hünenberg_eberhardy,SLR,6,11.0
459,2018-03-19,0.75,reuss_hünenberg_eberhardy,SLR,21,12.0
460,2017-04-27,1.8182,reuss_ottenbach_schoenenbergerl,SLR,20,1.0
461,2017-05-28,3.3636,reuss_ottenbach_schoenenbergerl,SLR,37,2.0
462,2017-06-24,4.0909,reuss_ottenbach_schoenenbergerl,SLR,45,3.0
463,2017-07-30,3.8182,reuss_ottenbach_schoenenbergerl,SLR,42,4.0
464,2017-08-27,2.3636,reuss_ottenbach_schoenenbergerl,SLR,26,5.0
465,2017-09-25,0.9091,reuss_ottenbach_schoenenbergerl,SLR,10,6.0
466,2017-10-29,0.5455,reuss_ottenbach_schoenenbergerl,SLR,6,7.0
467,2017-11-26,0.2727,reuss_ottenbach_schoenenbergerl,SLR,3,8.0
468,2017-12-31,0.7273,reuss_ottenbach_schoenenbergerl,SLR,8,9.0
469,2018-01-28,1.0,reuss_ottenbach_schoenenbergerl,SLR,11,10.0
470,2018-02-25,0.6364,reuss_ottenbach_schoenenbergerl,SLR,7,11.0
471,2018-03-25,0.5455,reuss_ottenbach_schoenenbergerl,SLR,6,12.0
472,2017-04-30,8.7143,Reuss_St.Karli_LinigerS/ImhofY,SLR,122,1.0
473,2017-05-04,1.2143,Reuss_St.Karli_LinigerS/ImhofY,SLR,17,2.0
474,2017-07-07,3.3571,Reuss_St.Karli_LinigerS/ImhofY,SLR,47,3.0
475,2017-10-06,2.0,Reuss_St.Karli_LinigerS/ImhofY,SLR,28,4.0
476,2017-04-30,3.0,Rhein_Basel,SLR,174,1.0
477,2017-05-24,1.569,Rhein_Basel,SLR,91,2.0
478,2017-06-01,3.3966,Rhein_Basel,SLR,197,3.0
479,2017-07-31,4.3103,Rhein_Basel,SLR,250,4.0
480,2017-08-30,3.6552,Rhein_Basel,SLR,212,5.0
481,2017-04-22,7.5789,Rhein_Basel_BlarerP_1,SLR,288,1.0
482,2017-05-29,5.7368,Rhein_Basel_BlarerP_1,SLR,218,2.0
483,2017-06-21,3.9474,Rhein_Basel_BlarerP_1,SLR,150,3.0
484,2017-07-26,6.2368,Rhein_Basel_BlarerP_1,SLR,237,4.0
485,2017-08-30,4.8421,Rhein_Basel_BlarerP_1,SLR,184,5.0
486,2017-09-28,3.5,Rhein_Basel_BlarerP_1,SLR,133,6.0
487,2017-10-27,2.3684,Rhein_Basel_BlarerP_1,SLR,90,7.0
488,2017-11-24,1.6316,Rhein_Basel_BlarerP_1,SLR,62,8.0
489,2017-12-16,1.6579,Rhein_Basel_BlarerP_1,SLR,63,9.0
490,2018-01-21,1.2632,Rhein_Basel_BlarerP_1,SLR,48,10.0
491,2018-02-26,0.8158,Rhein_Basel_BlarerP_1,SLR,31,11.0
492,2018-03-25,1.2368,Rhein_Basel_BlarerP_1,SLR,47,12.0
493,2017-04-22,11.3793,Rhein_Basel_BlarerP_2,SLR,330,1.0
494,2017-05-29,9.3103,Rhein_Basel_BlarerP_2,SLR,270,2.0
495,2017-06-21,7.1034,Rhein_Basel_BlarerP_2,SLR,206,3.0
496,2017-07-26,21.2414,Rhein_Basel_BlarerP_2,SLR,616,4.0
497,2017-08-30,12.4483,Rhein_Basel_BlarerP_2,SLR,361,5.0
498,2017-09-28,9.3448,Rhein_Basel_BlarerP_2,SLR,271,6.0
499,2017-10-27,11.069,Rhein_Basel_BlarerP_2,SLR,321,7.0
500,2017-11-24,6.8276,Rhein_Basel_BlarerP_2,SLR,198,8.0
501,2017-12-16,5.069,Rhein_Basel_BlarerP_2,SLR,147,9.0
502,2018-01-21,8.7931,Rhein_Basel_BlarerP_2,SLR,255,10.0
503,2018-02-26,4.8621,Rhein_Basel_BlarerP_2,SLR,141,11.0
504,2018-03-25,6.9655,Rhein_Basel_BlarerP_2,SLR,202,12.0
505,2017-04-23,0.5758,Rhein_Basel_HungerbuehlerN,SLR,19,1.0
506,2017-05-21,0.1212,Rhein_Basel_HungerbuehlerN,SLR,4,2.0
507,2017-06-30,0.0606,Rhein_Basel_HungerbuehlerN,SLR,2,3.0
508,2017-08-27,0.0909,Rhein_Basel_HungerbuehlerN,SLR,3,4.0
509,2017-09-27,0.2121,Rhein_Basel_HungerbuehlerN,SLR,7,5.0
510,2017-10-29,0.1515,Rhein_Basel_HungerbuehlerN,SLR,5,6.0
511,2017-11-26,0.0303,Rhein_Basel_HungerbuehlerN,SLR,1,7.0
512,2018-03-25,0.2424,Rhein_Basel_HungerbuehlerN,SLR,8,8.0
513,2017-04-22,14.2097,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,SLR,2643,1.0
514,2017-05-20,7.7419,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,SLR,1440,2.0
515,2017-06-24,24.8978,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,SLR,4631,3.0
516,2017-07-22,12.3172,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,SLR,2291,4.0
517,2017-08-19,8.0699,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,SLR,1501,5.0
518,2017-09-23,5.4086,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,SLR,1006,6.0
519,2017-10-21,5.6022,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,SLR,1042,7.0
520,2017-11-25,1.0215,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,SLR,190,8.0
521,2017-12-16,1.1075,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,SLR,206,9.0
522,2018-01-20,0.4516,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,SLR,84,10.0
523,2018-02-24,0.8118,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,SLR,151,11.0
524,2018-03-24,3.7796,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,SLR,703,12.0
525,2017-04-10,0.4762,rhein_domatems_foppa_f,SLR,20,1.0
526,2017-05-22,0.6905,rhein_domatems_foppa_f,SLR,29,2.0
527,2017-06-25,1.0238,rhein_domatems_foppa_f,SLR,43,3.0
528,2017-07-30,0.881,rhein_domatems_foppa_f,SLR,37,4.0
529,2017-09-25,0.381,rhein_domatems_foppa_f,SLR,16,5.0
530,2017-10-05,0.5238,rhein_domatems_foppa_f,SLR,22,6.0
531,2017-11-23,0.5714,rhein_domatems_foppa_f,SLR,24,7.0
532,2017-04-12,0.8333,rhein_eglisau_gomringerp,SLR,5,1.0
533,2017-05-22,0.5,rhein_eglisau_gomringerp,SLR,3,2.0
534,2017-06-27,3.5,rhein_eglisau_gomringerp,SLR,21,3.0
535,2017-07-23,3.3333,rhein_eglisau_gomringerp,SLR,20,4.0
536,2017-08-30,2.1667,rhein_eglisau_gomringerp,SLR,13,5.0
537,2017-10-25,2.1667,rhein_eglisau_gomringerp,SLR,13,6.0
538,2017-11-30,0.5,rhein_eglisau_gomringerp,SLR,3,7.0
539,2017-12-31,0.1667,rhein_eglisau_gomringerp,SLR,1,8.0
540,2018-02-28,1.8333,rhein_eglisau_gomringerp,SLR,11,9.0
541,2018-03-31,0.1667,rhein_eglisau_gomringerp,SLR,1,10.0
542,2017-04-18,12.4848,Rhein_Hemishofen_StollL,SLR,412,1.0
543,2017-05-05,0.2727,Rhein_Hemishofen_StollL,SLR,9,2.0
544,2017-06-17,0.8182,Rhein_Hemishofen_StollL,SLR,27,3.0
545,2017-07-23,0.697,Rhein_Hemishofen_StollL,SLR,23,4.0
546,2017-08-27,1.0303,Rhein_Hemishofen_StollL,SLR,34,5.0
547,2017-09-30,0.1818,Rhein_Hemishofen_StollL,SLR,6,6.0
548,2017-10-29,0.0303,Rhein_Hemishofen_StollL,SLR,1,7.0
549,2017-11-30,0.1515,Rhein_Hemishofen_StollL,SLR,5,8.0
550,2017-12-31,0.0303,Rhein_Hemishofen_StollL,SLR,1,9.0
551,2018-01-30,0.0909,Rhein_Hemishofen_StollL,SLR,3,10.0
552,2018-02-28,0.0303,Rhein_Hemishofen_StollL,SLR,1,11.0
553,2018-03-16,0.0606,Rhein_Hemishofen_StollL,SLR,2,12.0
554,2017-05-06,0.0613,rhein_laag_jungbluthn,SLR,10,1.0
555,2017-05-12,0.0245,rhein_laag_jungbluthn,SLR,4,2.0
556,2017-06-01,0.0491,rhein_laag_jungbluthn,SLR,8,3.0
557,2017-06-18,0.0245,rhein_laag_jungbluthn,SLR,4,4.0
558,2017-06-25,0.0061,rhein_laag_jungbluthn,SLR,1,5.0
559,2017-07-09,0.0123,rhein_laag_jungbluthn,SLR,2,6.0
560,2017-07-22,0.0245,rhein_laag_jungbluthn,SLR,4,7.0
561,2017-08-02,0.1043,rhein_laag_jungbluthn,SLR,17,8.0
562,2017-08-20,0.0123,rhein_laag_jungbluthn,SLR,2,9.0
563,2017-08-27,0.0184,rhein_laag_jungbluthn,SLR,3,10.0
564,2017-09-10,0.0184,rhein_laag_jungbluthn,SLR,3,11.0
565,2017-09-24,0.0123,rhein_laag_jungbluthn,SLR,2,12.0
566,2017-09-27,0.0123,rhein_laag_jungbluthn,SLR,2,13.0
567,2017-10-04,0.0184,rhein_laag_jungbluthn,SLR,3,14.0
568,2017-10-21,0.0061,rhein_laag_jungbluthn,SLR,1,15.0
569,2017-12-15,0.0184,rhein_laag_jungbluthn,SLR,3,16.0
570,2018-03-14,0.0491,rhein_laag_jungbluthn,SLR,8,17.0
571,2017-05-29,0.1786,schiffenensee_duedingen_hirschij,SLR,5,1.0
572,2017-06-27,0.9286,schiffenensee_duedingen_hirschij,SLR,13,2.0
573,2017-04-22,66.5625,sempachersee_sempach_tampec,SLR,1065,1.0
574,2017-05-25,59.125,sempachersee_sempach_tampec,SLR,946,2.0
575,2017-06-27,74.4375,sempachersee_sempach_tampec,SLR,1191,3.0
576,2017-07-15,35.375,sempachersee_sempach_tampec,SLR,566,4.0
577,2017-08-15,23.1875,sempachersee_sempach_tampec,SLR,371,5.0
578,2017-09-15,19.125,sempachersee_sempach_tampec,SLR,306,6.0
579,2017-10-28,17.625,sempachersee_sempach_tampec,SLR,282,7.0
580,2017-11-30,10.8125,sempachersee_sempach_tampec,SLR,173,8.0
581,2018-01-29,76.875,sempachersee_sempach_tampec,SLR,1230,9.0
582,2018-02-28,53.1875,sempachersee_sempach_tampec,SLR,851,10.0
583,2018-03-31,52.875,sempachersee_sempach_tampec,SLR,846,11.0
584,2017-04-24,3.0488,Sense_Törishaus_g-cubes,SLR,125,1.0
585,2017-05-19,2.439,Sense_Törishaus_g-cubes,SLR,100,2.0
586,2017-07-18,1.6098,Sense_Törishaus_g-cubes,SLR,66,3.0
587,2017-09-19,2.4146,Sense_Törishaus_g-cubes,SLR,99,4.0
588,2017-10-20,2.7073,Sense_Törishaus_g-cubes,SLR,111,5.0
589,2017-11-25,1.4634,Sense_Törishaus_g-cubes,SLR,60,6.0
590,2018-01-16,1.0,Sense_Törishaus_g-cubes,SLR,41,7.0
591,2018-02-26,0.7805,Sense_Törishaus_g-cubes,SLR,32,8.0
592,2018-03-23,2.6341,Sense_Törishaus_g-cubes,SLR,108,9.0
593,2017-04-24,0.8491,Sihl_Adliswil_Oggi_Fort,SLR,45,1.0
594,2017-05-12,1.0189,Sihl_Adliswil_Oggi_Fort,SLR,54,2.0
595,2017-06-13,1.7547,Sihl_Adliswil_Oggi_Fort,SLR,93,3.0
596,2017-07-24,1.2075,Sihl_Adliswil_Oggi_Fort,SLR,64,4.0
597,2017-08-21,1.5283,Sihl_Adliswil_Oggi_Fort,SLR,81,5.0
598,2017-09-18,0.6981,Sihl_Adliswil_Oggi_Fort,SLR,37,6.0
599,2017-10-19,1.5283,Sihl_Adliswil_Oggi_Fort,SLR,81,7.0
600,2017-11-29,2.0943,Sihl_Adliswil_Oggi_Fort,SLR,111,8.0
601,2017-12-27,1.0943,Sihl_Adliswil_Oggi_Fort,SLR,58,9.0
602,2018-01-26,1.5094,Sihl_Adliswil_Oggi_Fort,SLR,80,10.0
603,2018-02-23,1.8302,Sihl_Adliswil_Oggi_Fort,SLR,97,11.0
604,2018-03-17,2.4717,Sihl_Adliswil_Oggi_Fort,SLR,131,12.0
605,2017-04-27,0.125,Sihl_Horgen_BucherF,SLR,3,1.0
606,2017-05-25,0.625,Sihl_Horgen_BucherF,SLR,15,2.0
607,2017-06-22,0.8333,Sihl_Horgen_BucherF,SLR,20,3.0
608,2017-07-20,0.875,Sihl_Horgen_BucherF,SLR,21,4.0
609,2017-08-24,0.25,Sihl_Horgen_BucherF,SLR,6,5.0
610,2017-09-21,0.4583,Sihl_Horgen_BucherF,SLR,11,6.0
611,2017-12-27,2.2917,Sihl_Horgen_BucherF,SLR,55,7.0
612,2018-01-26,2.5,Sihl_Horgen_BucherF,SLR,60,8.0
613,2018-02-23,2.4583,Sihl_Horgen_BucherF,SLR,59,9.0
614,2017-04-13,0.3535,sihl_leimbach_kruegerm,SLR,35,1.0
615,2017-05-24,0.5556,sihl_leimbach_kruegerm,SLR,55,2.0
616,2017-06-22,0.4141,sihl_leimbach_kruegerm,SLR,41,3.0
617,2017-07-24,0.3434,sihl_leimbach_kruegerm,SLR,34,4.0
618,2017-08-27,0.2222,sihl_leimbach_kruegerm,SLR,22,5.0
619,2017-10-18,0.101,sihl_leimbach_kruegerm,SLR,10,6.0
620,2017-12-25,0.0303,sihl_leimbach_kruegerm,SLR,3,7.0
621,2018-01-26,0.8148,sihl_leimbach_kruegerm,SLR,22,8.0
622,2018-02-25,0.2593,sihl_leimbach_kruegerm,SLR,7,9.0
623,2018-03-26,0.1313,sihl_leimbach_kruegerm,SLR,13,10.0
624,2017-05-08,0.08,Sihl_Menzingen_Kucharska_Magdalena,SLR,4,1.0
625,2017-06-01,0.3,Sihl_Menzingen_Kucharska_Magdalena,SLR,15,2.0
626,2017-07-15,0.12,Sihl_Menzingen_Kucharska_Magdalena,SLR,6,3.0
627,2017-08-20,0.1,Sihl_Menzingen_Kucharska_Magdalena,SLR,5,4.0
628,2017-09-30,0.06,Sihl_Menzingen_Kucharska_Magdalena,SLR,3,5.0
629,2018-01-29,0.06,Sihl_Menzingen_Kucharska_Magdalena,SLR,3,6.0
630,2018-02-26,0.1,Sihl_Menzingen_Kucharska_Magdalena,SLR,5,7.0
631,2018-03-24,0.2,Sihl_Menzingen_Kucharska_Magdalena,SLR,10,8.0
632,2017-04-09,2.4688,sihl_zuerich_eggerskoehlingera,SLR,79,1.0
633,2017-05-11,0.6562,sihl_zuerich_eggerskoehlingera,SLR,21,2.0
634,2017-06-26,1.5,sihl_zuerich_eggerskoehlingera,SLR,48,3.0
635,2017-07-24,1.7812,sihl_zuerich_eggerskoehlingera,SLR,57,4.0
636,2017-08-29,1.3125,sihl_zuerich_eggerskoehlingera,SLR,42,5.0
637,2017-09-28,0.9375,sihl_zuerich_eggerskoehlingera,SLR,30,6.0
638,2017-10-26,0.9375,sihl_zuerich_eggerskoehlingera,SLR,30,7.0
639,2017-11-30,1.4062,sihl_zuerich_eggerskoehlingera,SLR,45,8.0
640,2018-01-09,1.75,sihl_zuerich_eggerskoehlingera,SLR,56,9.0
641,2018-02-28,2.5,sihl_zuerich_eggerskoehlingera,SLR,80,10.0
642,2017-06-23,0.1702,Sihl_zuerich_eichenbergerD,SLR,8,1.0
643,2017-07-31,2.0426,Sihl_zuerich_eichenbergerD,SLR,96,2.0
644,2017-08-27,0.1277,Sihl_zuerich_eichenbergerD,SLR,6,3.0
645,2017-11-29,0.1064,Sihl_zuerich_eichenbergerD,SLR,5,4.0
646,2018-03-30,0.3617,Sihl_zuerich_eichenbergerD,SLR,17,5.0
647,2017-04-17,0.8421,Sihl_Zuerich_ScherfS,SLR,16,1.0
648,2017-05-21,2.3684,Sihl_Zuerich_ScherfS,SLR,45,2.0
649,2017-06-25,3.2105,Sihl_Zuerich_ScherfS,SLR,61,3.0
650,2017-08-15,1.3684,Sihl_Zuerich_ScherfS,SLR,26,4.0
651,2017-09-17,0.5789,Sihl_Zuerich_ScherfS,SLR,11,5.0
652,2017-10-30,0.8947,Sihl_Zuerich_ScherfS,SLR,17,6.0
653,2017-11-19,0.7368,Sihl_Zuerich_ScherfS,SLR,14,7.0
654,2018-02-21,1.0,Sihl_Zuerich_ScherfS,SLR,19,8.0
655,2018-03-24,3.2632,Sihl_Zuerich_ScherfS,SLR,62,9.0
656,2017-06-23,0.6667,sihl_zürich_himmelhebern,SLR,20,1.0
657,2017-07-30,0.7667,sihl_zürich_himmelhebern,SLR,23,2.0
658,2018-03-30,0.3333,sihl_zürich_himmelhebern,SLR,10,3.0
659,2017-04-23,1.6212,sihlsee_einsiedeln_schilligerllacherl,SLR,107,1.0
660,2017-05-20,0.4091,sihlsee_einsiedeln_schilligerllacherl,SLR,27,2.0
661,2017-06-18,0.3333,sihlsee_einsiedeln_schilligerllacherl,SLR,22,3.0
662,2017-07-15,1.0606,sihlsee_einsiedeln_schilligerllacherl,SLR,70,4.0
663,2017-08-13,0.1061,sihlsee_einsiedeln_schilligerllacherl,SLR,7,5.0
664,2017-09-23,0.6061,sihlsee_einsiedeln_schilligerllacherl,SLR,40,6.0
665,2017-10-28,0.3182,sihlsee_einsiedeln_schilligerllacherl,SLR,21,7.0
666,2018-03-25,0.7424,sihlsee_einsiedeln_schilligerllacherl,SLR,49,8.0
667,2017-04-14,16.6429,sitter_gaiserwald_buehlerf,SLR,233,1.0
668,2017-05-29,14.2143,sitter_gaiserwald_buehlerf,SLR,199,2.0
669,2017-06-26,11.5,sitter_gaiserwald_buehlerf,SLR,161,3.0
670,2017-07-10,10.2857,sitter_gaiserwald_buehlerf,SLR,144,4.0
671,2017-08-21,16.3571,sitter_gaiserwald_buehlerf,SLR,229,5.0
672,2017-09-28,7.9286,sitter_gaiserwald_buehlerf,SLR,111,6.0
673,2017-10-20,7.0714,sitter_gaiserwald_buehlerf,SLR,99,7.0
674,2017-11-27,5.8571,sitter_gaiserwald_buehlerf,SLR,82,8.0
675,2017-12-27,8.2857,sitter_gaiserwald_buehlerf,SLR,116,9.0
676,2018-01-28,5.9286,sitter_gaiserwald_buehlerf,SLR,83,10.0
677,2018-03-24,8.9286,sitter_gaiserwald_buehlerf,SLR,125,11.0
678,2017-04-09,2.0,Sitter_St.Gallen_JennyA,SLR,78,1.0
679,2017-05-28,0.9231,Sitter_St.Gallen_JennyA,SLR,36,2.0
680,2017-06-25,2.9231,Sitter_St.Gallen_JennyA,SLR,114,3.0
681,2017-07-22,1.5897,Sitter_St.Gallen_JennyA,SLR,62,4.0
682,2017-08-13,1.1538,Sitter_St.Gallen_JennyA,SLR,45,5.0
683,2017-09-28,1.5385,Sitter_St.Gallen_JennyA,SLR,60,6.0
684,2017-10-28,0.359,Sitter_St.Gallen_JennyA,SLR,14,7.0
685,2017-12-31,0.9744,Sitter_St.Gallen_JennyA,SLR,38,8.0
686,2018-01-28,3.641,Sitter_St.Gallen_JennyA,SLR,142,9.0
687,2018-03-30,2.1795,Sitter_St.Gallen_JennyA,SLR,85,10.0
688,2017-04-12,2.2093,sitter_stgallen_steinbrunnerf ,SLR,95,1.0
689,2017-05-03,0.3721,sitter_stgallen_steinbrunnerf ,SLR,16,2.0
690,2017-06-14,0.5349,sitter_stgallen_steinbrunnerf ,SLR,23,3.0
691,2017-07-05,0.093,sitter_stgallen_steinbrunnerf ,SLR,4,4.0
692,2017-08-23,0.3256,sitter_stgallen_steinbrunnerf ,SLR,14,5.0
693,2017-09-13,0.4419,sitter_stgallen_steinbrunnerf ,SLR,19,6.0
694,2017-10-25,0.3488,sitter_stgallen_steinbrunnerf ,SLR,15,7.0
695,2017-11-15,0.7209,sitter_stgallen_steinbrunnerf ,SLR,31,8.0
696,2017-12-13,0.4186,sitter_stgallen_steinbrunnerf ,SLR,18,9.0
