location,date,sample,density2,quantity
aare_bern_scheurerk,2018-01-23,7,0.0,0
aare_bern_scheurerk,2018-03-15,8,0.008,35
Aare_Brugg_BuchiE,2017-04-12,1,0.245,49
Aare_Brugg_BuchiE,2017-05-08,2,0.44,44
Aare_Brugg_BuchiE,2017-06-13,3,0.171,24
Aare_Brugg_BuchiE,2017-07-20,4,0.25,50
Aare_Brugg_BuchiE,2017-08-26,5,0.575,69
Aare_Brugg_BuchiE,2017-09-25,6,0.122,22
Aare_Brugg_BuchiE,2017-10-31,7,0.02,4
Aare_Brugg_BuchiE,2017-11-27,8,0.015,3
Aare_Brugg_BuchiE,2017-12-28,9,0.05,8
Aare_Brugg_BuchiE,2018-02-04,10,0.05,5
Aare_Brugg_BuchiE,2018-03-31,11,0.085,17
Aare_Elfenau_cataldiv,2017-04-29,1,0.077,4
Aare_Elfenau_cataldiv,2017-05-20,2,0.234,3
Aare_Elfenau_cataldiv,2017-06-29,3,2.607,73
Aare_Elfenau_cataldiv,2017-07-23,4,0.088,7
Aare_Elfenau_cataldiv,2017-09-09,5,1.03,103
Aare_Elfenau_cataldiv,2018-01-06,6,0.062,2
aare_kehrsatz_stolten,2017-04-07,1,0.046,8
aare_kehrsatz_stolten,2017-05-03,2,0.056,9
aare_kehrsatz_stolten,2017-06-14,3,0.065,9
aare_kehrsatz_stolten,2017-07-03,4,0.036,5
aare_kehrsatz_stolten,2017-08-25,5,0.043,5
aare_kehrsatz_stolten,2017-09-21,6,0.051,9
aare_kehrsatz_stolten,2017-10-16,7,0.011,2
aare_kehrsatz_stolten,2017-11-08,8,0.04,7
aare_kehrsatz_stolten,2017-12-13,9,0.0,0
aare_kehrsatz_stolten,2018-01-17,10,0.017,3
aare_kehrsatz_stolten,2018-02-28,11,0.002,1
aare_kehrsatz_stolten,2018-03-15,12,0.007,2
aare_köniz_hoppej,2017-04-23,1,0.514,37
aare_köniz_hoppej,2017-06-28,2,3.222,174
aare_köniz_hoppej,2017-07-24,3,1.413,106
aare_köniz_hoppej,2017-08-28,4,1.427,107
aare_köniz_hoppej,2017-09-25,5,0.739,133
aare_köniz_hoppej,2017-10-23,6,0.267,32
aare_köniz_hoppej,2017-11-20,7,0.1,16
aare_köniz_hoppej,2017-12-25,8,0.196,47
aare_köniz_hoppej,2018-01-24,9,0.422,38
aare_köniz_hoppej,2018-02-19,10,0.141,24
aare_köniz_hoppej,2018-03-26,11,0.115,31
aare_rupperswil_badert,2017-04-13,1,0.117,22
aare_rupperswil_badert,2017-05-05,2,0.069,13
aare_rupperswil_badert,2017-06-23,3,0.069,13
aare_rupperswil_badert,2017-07-14,4,0.069,13
aare_rupperswil_badert,2017-08-18,5,0.037,7
aare_rupperswil_badert,2017-09-15,6,0.027,5
aare_rupperswil_badert,2017-10-13,7,0.053,10
aare_rupperswil_badert,2017-11-10,8,0.021,4
aare_rupperswil_badert,2017-12-24,9,0.005,1
aare_rupperswil_badert,2018-01-20,10,0.005,1
aare_rupperswil_badert,2018-02-10,11,0.011,2
aare_rupperswil_badert,2018-03-24,12,0.0,0
aare_solothurn_nguyena,2017-04-21,1,0.072,13
aare_solothurn_nguyena,2017-05-10,2,0.15,27
aare_solothurn_nguyena,2017-07-23,3,0.272,49
aare_suhrespitz_badert,2017-04-13,1,0.639,138
aare_suhrespitz_badert,2017-05-05,2,0.282,61
aare_suhrespitz_badert,2017-06-23,3,0.528,122
aare_suhrespitz_badert,2017-07-14,4,0.258,99
aare_suhrespitz_badert,2017-08-18,5,0.296,81
aare_suhrespitz_badert,2017-09-15,6,0.158,65
aare_suhrespitz_badert,2017-10-13,7,0.356,105
aare_suhrespitz_badert,2017-11-10,8,0.124,51
aare_suhrespitz_badert,2017-12-23,9,0.198,35
aare_suhrespitz_badert,2018-01-20,10,0.162,24
aare_suhrespitz_badert,2018-02-10,11,0.17,28
aare_suhrespitz_badert,2018-03-24,12,0.977,173
aarezufluss_bern_scheurerk,2017-04-02,1,0.45,9
aarezufluss_bern_scheurerk,2017-05-21,2,0.0,0
aarezufluss_bern_scheurerk,2017-07-09,3,0.05,1
aarezufluss_bern_scheurerk,2017-09-15,4,0.45,9
aarezufluss_bern_scheurerk,2017-11-19,5,0.75,15
aarezufluss_bern_scheurerk,2018-02-13,6,0.25,5
arve_carouge_battistellak,2017-04-17,1,0.805,161
arve_carouge_battistellak,2017-05-25,2,0.47,94
arve_carouge_battistellak,2017-06-27,3,1.17,234
arve_carouge_battistellak,2017-07-31,4,0.63,126
arve_carouge_battistellak,2017-08-28,5,0.326,94
arve_carouge_battistellak,2017-09-30,6,0.579,168
arve_carouge_battistellak,2017-10-31,7,0.16,40
arve_carouge_battistellak,2018-03-18,8,1.184,379
Bielersee_Vinelz_FankhauserS,2017-04-22,1,2.143,105
Bielersee_Vinelz_FankhauserS,2017-05-27,2,2.5,110
Bielersee_Vinelz_FankhauserS,2017-06-30,3,2.298,131
Bielersee_Vinelz_FankhauserS,2017-07-29,4,1.516,47
Bielersee_Vinelz_FankhauserS,2017-08-26,5,1.484,92
Bielersee_Vinelz_FankhauserS,2017-09-29,6,0.851,57
Bielersee_Vinelz_FankhauserS,2017-10-29,7,0.29,36
Bielersee_Vinelz_FankhauserS,2017-11-30,8,1.447,191
Bielersee_Vinelz_FankhauserS,2017-12-30,9,0.886,117
Bielersee_Vinelz_FankhauserS,2018-01-31,10,1.177,146
Bielersee_Vinelz_FankhauserS,2018-03-31,11,1.178,106
Birs_basel_läderachs,2017-04-29,1,0.238,40
Birs_basel_läderachs,2017-05-28,2,0.415,103
Birs_basel_läderachs,2017-06-30,3,0.368,67
Birs_basel_läderachs,2017-07-31,4,0.554,93
Birs_basel_läderachs,2017-09-30,5,0.292,63
Birs_basel_läderachs,2017-12-30,6,0.2,20
Birs_basel_läderachs,2018-02-28,7,0.108,14
Birs_basel_läderachs,2018-03-24,8,0.148,31
Birs_Reinach_DiNucciN,2017-04-18,1,1.309,178
Birs_Reinach_DiNucciN,2017-05-29,2,0.885,138
Birs_Reinach_DiNucciN,2017-08-25,3,0.611,66
Birs_Reinach_DiNucciN,2017-09-30,4,0.0,0
Birs_Reinach_DiNucciN,2017-10-30,5,0.0,0
Birs_Reinach_DiNucciN,2017-11-30,6,0.0,0
Birs_Reinach_DiNucciN,2017-12-27,7,0.633,76
Birs_Reinach_DiNucciN,2018-01-31,8,0.71,71
Birs_Reinach_DiNucciN,2018-03-29,9,0.262,21
Birsköpfli Rusco,2017-04-22,1,0.123,372
Birsköpfli Rusco,2017-05-21,2,0.099,300
Birsköpfli Rusco,2017-06-26,3,0.266,803
Birsköpfli Rusco,2017-07-25,4,0.11,331
Birsköpfli Rusco,2017-08-29,5,0.168,508
Birsköpfli Rusco,2017-10-03,6,0.019,57
Birsköpfli Rusco,2017-11-05,7,0.011,33
Birsköpfli Rusco,2017-12-03,8,0.019,56
Birsköpfli Rusco,2018-01-06,9,0.0,0
Birsköpfli Rusco,2018-02-11,10,0.059,178
Birsköpfli Rusco,2018-03-08,11,0.033,99
Bodensee_Arbon_MösliS,2017-04-05,1,0.313,47
Bodensee_Arbon_MösliS,2017-05-09,2,0.14,21
Bodensee_Arbon_MösliS,2017-06-23,3,0.213,32
Bodensee_Arbon_MösliS,2017-08-29,4,0.133,20
Bodensee_Arbon_MösliS,2017-09-27,5,0.187,28
Bodensee_Arbon_MösliS,2017-10-04,6,0.1,15
Bodensee_Arbon_MösliS,2017-11-15,7,0.227,34
Bodensee_Arbon_MösliS,2017-12-27,8,0.113,17
Bodensee_Arbon_MösliS,2018-01-31,9,0.147,22
Bodensee_Arbon_MösliS,2018-02-28,10,0.073,11
Bodensee_Arbon_MösliS,2018-03-24,11,0.073,11
Bodensee_Steinach_Dolder_A,2017-04-22,1,0.595,125
Bodensee_Steinach_Dolder_A,2017-05-29,2,0.757,159
Bodensee_Steinach_Dolder_A,2017-06-29,3,0.91,191
Bodensee_Steinach_Dolder_A,2017-07-31,4,0.7,147
Bodensee_Steinach_Dolder_A,2017-08-30,5,1.233,259
Bodensee_Steinach_Dolder_A,2017-09-30,6,0.662,139
Bodensee_Steinach_Dolder_A,2017-10-27,7,0.548,115
Bodensee_Steinach_Dolder_A,2017-11-26,8,0.824,173
Bodensee_Steinach_Dolder_A,2017-12-29,9,0.752,158
Bodensee_Steinach_Dolder_A,2018-01-26,10,0.6,126
Bodensee_Steinach_Dolder_A,2018-02-28,11,0.895,188
Bodensee_Steinach_Dolder_A,2018-03-24,12,1.371,288
bodensee_thal_schlachterj_1,2017-10-29,1,0.097,14
bodensee_thal_schlachterj_1,2017-11-30,2,0.194,31
bodensee_thal_schlachterj_1,2017-12-29,3,0.096,20
chriesbach_duebendorf_schneidera,2017-04-04,1,0.081,86
chriesbach_duebendorf_schneidera,2017-05-11,2,0.073,78
chriesbach_duebendorf_schneidera,2017-06-13,3,0.043,23
chriesbach_duebendorf_schneidera,2017-07-11,4,0.111,59
chriesbach_duebendorf_schneidera,2017-08-16,5,0.025,13
chriesbach_duebendorf_schneidera,2017-09-19,6,0.013,7
chriesbach_duebendorf_schneidera,2017-10-05,7,0.03,16
chriesbach_duebendorf_schneidera,2017-11-15,8,0.038,20
chriesbach_duebendorf_schneidera,2017-12-06,9,0.018,19
chriesbach_duebendorf_schneidera,2018-01-08,10,0.072,77
chriesbach_duebendorf_schneidera,2018-02-05,11,0.093,99
chriesbach_duebendorf_schneidera,2018-03-09,12,0.06,64
emme_biberist_jennim,2017-04-28,1,0.089,8
emme_biberist_jennim,2017-05-19,2,0.133,10
emme_biberist_jennim,2017-06-04,3,0.61,50
emme_biberist_jennim,2017-07-04,4,0.21,22
emme_biberist_jennim,2017-08-07,5,0.276,29
emme_biberist_jennim,2017-09-08,6,0.257,27
emme_biberist_jennim,2017-10-18,7,0.095,20
emme_biberist_jennim,2017-11-16,8,0.114,12
emme_biberist_jennim,2017-12-14,9,0.106,9
emme_biberist_jennim,2018-01-11,10,0.156,14
emme_biberist_jennim,2018-02-02,11,0.2,15
emme_biberist_jennim,2018-03-08,12,0.144,13
emme_luterbach_huggenbergerk,2017-04-10,1,0.08,68
emme_luterbach_huggenbergerk,2017-05-11,2,0.047,12
emme_luterbach_huggenbergerk,2017-06-28,3,0.239,83
emme_luterbach_huggenbergerk,2017-07-29,4,0.017,12
emme_luterbach_huggenbergerk,2017-08-30,5,0.025,34
emme_luterbach_huggenbergerk,2017-09-30,6,0.016,20
emme_luterbach_huggenbergerk,2017-10-30,7,0.0,1
Emme_Utzenstorf_Grüttert,2017-04-13,1,0.183,11
Emme_Utzenstorf_Grüttert,2017-05-02,2,0.057,4
Emme_Utzenstorf_Grüttert,2017-07-21,3,0.074,6
Emme_Utzenstorf_Grüttert,2017-08-30,4,0.05,5
Emme_Utzenstorf_Grüttert,2017-11-30,5,0.042,2
Emme_Utzenstorf_Grüttert,2018-01-30,6,0.083,4
Emme_Utzenstorf_Grüttert,2018-02-27,7,0.167,3
Emme_Utzenstorf_Grüttert,2018-03-27,8,0.15,6
glatt_oerlikon_covosN,2017-05-21,1,0.7,14
glatt_oerlikon_covosN,2017-07-09,2,0.4,10
glatt_oerlikon_covosN,2017-08-30,3,0.04,1
glatt_oerlikon_covosN,2017-10-15,4,0.52,13
glatt_oerlikon_covosN,2018-01-21,5,0.44,11
glatt_oerlikon_covosN,2018-02-25,6,0.44,11
glatt_oerlikon_covosN,2018-03-24,7,0.4,10
goldach_goldach_schlachterj,2017-10-29,1,0.04,8
goldach_goldach_schlachterj,2017-11-30,2,0.01,3
goldach_goldach_schlachterj,2017-12-29,3,0.03,6
greifensee_fällanden_meistery,2017-04-05,1,1.8,135
greifensee_fällanden_meistery,2017-05-08,2,1.533,115
greifensee_fällanden_meistery,2017-06-06,3,2.08,156
greifensee_fällanden_meistery,2017-07-05,4,1.293,97
greifensee_fällanden_meistery,2017-08-21,5,0.907,68
greifensee_fällanden_simmenc,2017-04-29,1,0.407,220
greifensee_greifensee_simmenc,2017-04-30,1,0.437,382
greifensee_greifensee_simmenc,2017-05-30,2,2.917,2013
greifensee_greifensee_simmenc,2017-06-29,3,2.013,805
greifensee_greifensee_simmenc,2017-08-02,4,2.185,874
greifensee_greifensee_simmenc,2017-10-05,5,0.982,391
greifensee_greifensee_simmenc,2017-12-31,6,0.734,282
greifensee_greifensee_simmenc,2018-01-31,7,0.882,353
greifensee_greifensee_simmenc,2018-02-28,8,0.639,257
greifensee_greifensee_simmenc,2018-03-31,9,0.662,261
greifensee_maur_simmenc,2017-04-29,1,0.074,40
greifensee_maur_simmenc,2017-05-31,2,0.36,159
greifensee_maur_simmenc,2017-06-30,3,0.308,135
greifensee_uster_fischerb_ 2,2017-04-21,1,0.566,52
greifensee_uster_fischerb_ 2,2017-05-28,2,0.905,60
greifensee_uster_fischerb_ 2,2017-06-19,3,0.937,86
greifensee_uster_fischerb_ 2,2017-07-24,4,1.645,151
greifensee_uster_fischerb_ 2,2017-08-30,5,0.153,14
greifensee_uster_fischerb_ 2,2017-09-25,6,0.405,32
greifensee_uster_fischerb_ 2,2017-10-19,7,0.266,21
greifensee_uster_fischerb_ 2,2018-03-31,8,0.627,16
greifensee_uster_fischerb_1,2017-04-21,1,0.7,65
greifensee_uster_fischerb_1,2017-05-28,2,0.665,38
greifensee_uster_fischerb_1,2017-06-19,3,1.196,111
greifensee_uster_fischerb_1,2017-07-24,4,2.747,255
greifensee_uster_fischerb_1,2017-08-30,5,0.442,41
greifensee_uster_fischerb_1,2017-09-25,6,0.12,9
greifensee_uster_fischerb_1,2017-10-19,7,0.387,29
greifensee_uster_fischerb_1,2018-03-31,8,3.249,58
Inn_Pradella_KohlT,2017-04-14,1,0.074,48
Inn_Pradella_KohlT,2017-05-23,2,0.008,4
Inn_Pradella_KohlT,2017-06-18,3,0.04,4
Inn_Pradella_KohlT,2017-07-20,4,0.012,22
Inn_Pradella_KohlT,2017-08-20,5,0.003,6
Inn_Pradella_KohlT,2017-09-15,6,0.002,2
Inn_Pradella_KohlT,2017-10-20,7,0.005,4
Inn_Pradella_KohlT,2017-11-12,8,0.0,0
jona_tann_nusslin,2017-04-03,1,0.046,16
jona_tann_nusslin,2017-05-12,2,0.065,26
jona_tann_nusslin,2017-06-25,3,0.12,48
jona_tann_nusslin,2017-07-15,4,0.083,38
jona_tann_nusslin,2017-08-22,5,0.13,65
jona_tann_nusslin,2017-09-30,6,0.052,29
jona_tann_nusslin,2017-10-29,7,0.012,6
jona_tann_nusslin,2017-11-30,8,0.076,19
jona_tann_nusslin,2017-12-31,9,0.064,16
jona_tann_nusslin,2018-01-31,10,0.072,18
jona_tann_nusslin,2018-02-22,11,0.016,8
jona_tann_nusslin,2018-03-22,12,0.014,7
katzenbach_zuerich_sanesim,2017-04-30,1,0.016,7
katzenbach_zuerich_sanesim,2017-05-25,2,0.02,9
katzenbach_zuerich_sanesim,2017-06-29,3,0.016,7
katzenbach_zuerich_sanesim,2017-07-18,4,0.038,17
katzenbach_zuerich_sanesim,2017-08-21,5,0.031,14
katzenbach_zuerich_sanesim,2017-09-28,6,0.033,15
katzenbach_zuerich_sanesim,2017-10-31,7,0.031,14
katzenbach_zuerich_sanesim,2017-11-29,8,0.033,15
katzenbach_zuerich_sanesim,2017-12-31,9,0.02,9
katzenbach_zuerich_sanesim,2018-01-24,10,0.004,2
katzenbach_zuerich_sanesim,2018-02-28,11,0.027,12
katzenbach_zuerich_sanesim,2018-03-24,12,0.018,8
katzensee_regensdorfzuerichaffoltern_stueberj,2017-04-04,1,0.367,180
katzensee_regensdorfzuerichaffoltern_stueberj,2017-05-03,2,0.504,247
katzensee_regensdorfzuerichaffoltern_stueberj,2017-06-06,3,0.188,92
katzensee_regensdorfzuerichaffoltern_stueberj,2017-07-05,4,0.18,88
katzensee_regensdorfzuerichaffoltern_stueberj,2017-08-15,5,0.149,73
katzensee_regensdorfzuerichaffoltern_stueberj,2017-09-07,6,0.176,86
katzensee_regensdorfzuerichaffoltern_stueberj,2017-10-05,7,0.249,122
katzensee_regensdorfzuerichaffoltern_stueberj,2017-11-06,8,0.19,93
katzensee_regensdorfzuerichaffoltern_stueberj,2017-12-08,9,0.129,63
katzensee_regensdorfzuerichaffoltern_stueberj,2018-01-09,10,0.212,104
katzensee_regensdorfzuerichaffoltern_stueberj,2018-02-10,11,0.171,84
katzensee_regensdorfzuerichaffoltern_stueberj,2018-03-08,12,0.186,91
lacléman_gland_kubela,2017-05-25,1,1.617,97
lacléman_gland_kubela,2017-06-28,2,0.8,48
lacléman_gland_kubela,2017-07-25,3,0.733,44
lacléman_gland_kubela,2017-08-29,4,0.467,28
lacléman_gland_kubela,2017-09-28,5,0.683,41
lacléman_gland_kubela,2017-10-26,6,0.047,7
lacléman_gland_kubela,2017-11-28,7,0.462,37
lacléman_gland_kubela,2017-12-16,8,0.127,19
lacléman_gland_kubela,2018-01-19,9,0.16,24
lacléman_gland_kubela,2018-02-19,10,0.033,5
lacléman_gland_kubela,2018-03-18,11,1.493,224
Lacléman_Gland_LecoanetS,2017-07-11,1,0.14,49
Lacléman_Gland_LecoanetS,2017-08-07,2,0.311,109
Lacléman_Gland_LecoanetS,2017-09-12,3,0.189,66
Lacléman_Gland_LecoanetS,2017-10-10,4,0.197,69
Lacléman_Gland_LecoanetS,2017-11-17,5,0.87,87
Lacléman_Gland_LecoanetS,2017-12-16,6,0.077,27
Lacléman_Gland_LecoanetS,2018-01-19,7,0.06,21
Lacléman_Gland_LecoanetS,2018-02-19,8,0.029,10
Lacléman_Gland_LecoanetS,2018-03-18,9,0.966,338
lacléman_vidy_santie,2017-04-30,1,1.585,317
lacléman_vidy_santie,2017-05-23,2,3.586,502
lacléman_vidy_santie,2017-06-16,3,4.625,370
lacléman_vidy_santie,2017-07-21,4,4.62,231
lacléman_vidy_santie,2017-08-25,5,4.185,272
lacléman_vidy_santie,2017-09-26,6,3.733,168
lacléman_vidy_santie,2017-10-24,7,2.7,108
lacléman_vidy_santie,2017-11-17,8,3.12,78
lacléman_vidy_santie,2017-12-26,9,3.0,90
lacléman_vidy_santie,2018-01-23,10,5.0,175
lacléman_vidy_santie,2018-02-26,11,1.38,207
lacléman_vidy_santie,2018-03-26,12,1.556,249
langete_langenthal_geiserm,2017-04-24,1,0.575,61
langete_langenthal_geiserm,2017-05-24,2,0.27,27
langete_langenthal_geiserm,2017-06-22,3,0.241,28
langete_langenthal_geiserm,2017-07-24,4,0.364,40
langete_langenthal_geiserm,2017-08-21,5,0.264,29
langete_langenthal_geiserm,2017-09-21,6,0.189,17
langete_langenthal_geiserm,2017-10-25,7,0.133,12
langete_langenthal_geiserm,2017-11-22,8,0.256,22
langete_langenthal_geiserm,2018-01-30,9,0.221,19
langete_langenthal_geiserm,2018-02-27,10,0.3,24
langete_langenthal_geiserm,2018-03-30,11,0.393,22
limmat_dietikon_keiserp,2017-05-27,1,1.912,153
limmat_dietikon_keiserp,2017-06-26,2,0.588,235
limmat_dietikon_keiserp,2017-08-03,3,0.242,97
limmat_dietikon_keiserp,2017-09-30,4,0.09,36
limmat_dietikon_keiserp,2017-10-28,5,0.1,40
limmat_dietikon_keiserp,2017-11-27,6,0.078,31
limmat_dietikon_keiserp,2017-12-29,7,0.088,35
limmat_dietikon_keiserp,2018-01-29,8,0.25,50
limmat_dietikon_keiserp,2018-03-29,9,0.23,92
Limmat_Unterengstringen_OggierBührer,2017-04-23,1,0.272,34
Limmat_Unterengstringen_OggierBührer,2017-05-09,2,0.26,26
Limmat_Unterengstringen_OggierBührer,2017-06-14,3,0.25,25
Limmat_Unterengstringen_OggierBührer,2017-07-15,4,0.264,33
Limmat_Unterengstringen_OggierBührer,2017-08-09,5,0.34,34
Limmat_Unterengstringen_OggierBührer,2017-09-24,6,0.17,17
Limmat_Unterengstringen_OggierBührer,2017-10-16,7,0.08,8
Limmat_Unterengstringen_OggierBührer,2017-11-30,8,0.03,3
Limmat_Unterengstringen_OggierBührer,2017-12-27,9,0.31,31
Limmat_Unterengstringen_OggierBührer,2018-01-19,10,0.23,23
Limmat_Unterengstringen_OggierBührer,2018-02-14,11,0.056,7
Limmat_Unterengstringen_OggierBührer,2018-03-07,12,0.245,27
Limmat_Zuerich_JansenA,2017-04-13,1,0.08,32
Limmat_Zuerich_JansenA,2017-05-11,2,0.036,13
Limmat_Zuerich_JansenA,2017-06-15,3,0.11,44
Limmat_Zuerich_JansenA,2017-07-13,4,0.088,35
Limmat_Zuerich_JansenA,2017-08-17,5,0.162,65
Limmat_Zuerich_JansenA,2017-09-07,6,0.028,11
Limmat_Zuerich_JansenA,2017-10-11,7,0.02,8
Limmat_Zuerich_JansenA,2017-11-16,8,0.002,1
Limmat_Zuerich_JansenA,2017-12-14,9,0.018,7
Limmat_Zuerich_JansenA,2018-01-17,10,0.005,2
Limmat_Zuerich_JansenA,2018-02-13,11,0.0,0
Limmat_Zuerich_JansenA,2018-03-15,12,0.015,6
limmat_zuerich_suterd&glauserp,2017-04-10,1,1.042,125
limmat_zuerich_suterd&glauserp,2017-05-16,2,0.324,22
limmat_zuerich_suterd&glauserp,2017-06-14,3,0.42,148
limmat_zuerich_suterd&glauserp,2017-07-12,4,1.642,197
limmat_zuerich_suterd&glauserp,2017-08-21,5,1.3,65
limmat_zuerich_suterd&glauserp,2017-09-26,6,0.48,24
limmat_zuerich_suterd&glauserp,2017-10-18,7,0.07,21
limmat_zuerich_suterd&glauserp,2017-11-23,8,0.167,10
limmat_zuerich_suterd&glauserp,2017-12-21,9,0.05,6
limmat_zuerich_suterd&glauserp,2018-02-24,10,0.667,20
limmat_zuerich_suterd&glauserp,2018-03-24,11,0.16,48
Limmat_Zuerich_WagnerC,2017-04-30,1,0.24,18
Limmat_Zuerich_WagnerC,2017-05-30,2,0.302,38
Limmat_Zuerich_WagnerC,2017-06-30,3,0.621,59
Limmat_Zuerich_WagnerC,2017-07-27,4,0.083,3
Limmat_Zuerich_WagnerC,2017-08-31,5,0.196,9
Limmat_Zuerich_WagnerC,2017-10-07,6,0.157,4
Limmat_Zuerich_WagnerC,2017-11-03,7,0.216,21
Limmat_Zuerich_WagnerC,2017-12-31,8,0.169,11
Limmat_Zuerich_WagnerC,2018-03-30,9,0.28,23
Lorze_Baar_BlarerE,2017-04-07,1,0.18,45
Lorze_Baar_BlarerE,2017-05-06,2,0.145,32
Lorze_Baar_BlarerE,2017-06-02,3,0.127,29
Lorze_Baar_BlarerE,2017-07-08,4,0.114,24
Lorze_Baar_BlarerE,2017-08-06,5,0.15,30
Lorze_Baar_BlarerE,2017-09-10,6,0.11,23
Lorze_Baar_BlarerE,2017-10-21,7,0.052,12
Lorze_Baar_BlarerE,2017-11-04,8,0.112,27
Lorze_Baar_BlarerE,2017-12-23,9,0.05,11
Lorze_Baar_BlarerE,2018-01-20,10,0.068,17
Lorze_Baar_BlarerE,2018-02-10,11,0.062,15
Lorze_Baar_BlarerE,2018-03-10,12,0.173,45
lötschebach_bern_scheurerk,2017-05-21,1,0.088,46
lötschebach_bern_scheurerk,2017-07-09,2,0.006,2
lötschebach_bern_scheurerk,2017-08-26,3,0.028,9
lötschebach_bern_scheurerk,2017-11-22,4,0.01,5
lötschebach_bern_scheurerk,2018-01-29,5,0.04,21
lötschebach_bern_scheurerk,2018-02-20,6,0.023,12
lötschebach_bern_scheurerk,2018-03-14,7,0.029,15
Mammern swisslitterreport,2017-04-08,1,0.024,90
Mammern swisslitterreport,2017-06-15,2,0.057,218
Mammern swisslitterreport,2017-07-24,3,0.032,120
Mammern swisslitterreport,2017-08-26,4,0.056,213
Mammern swisslitterreport,2017-10-30,5,0.015,56
Mammern swisslitterreport,2017-11-04,6,0.006,23
Mammern swisslitterreport,2018-01-01,7,0.003,13
Mammern swisslitterreport,2018-02-03,8,0.006,23
Murg_Waengi_StrickerR,2017-04-15,1,0.25,10
Murg_Waengi_StrickerR,2017-06-20,2,0.019,1
Murg_Waengi_StrickerR,2017-07-15,3,0.017,1
Murg_Waengi_StrickerR,2017-08-22,4,0.125,6
Murg_Waengi_StrickerR,2017-09-22,5,0.0,0
Murg_Waengi_StrickerR,2017-10-19,6,0.0,0
Murg_Waengi_StrickerR,2017-11-20,7,0.133,6
Murg_Waengi_StrickerR,2017-12-27,8,0.087,4
Murg_Waengi_StrickerR,2018-01-28,9,0.75,6
Murg_Waengi_StrickerR,2018-02-26,10,0.273,3
Murg_Waengi_StrickerR,2018-03-22,11,0.125,2
Neuenburgersee_Cudrefin_MatterA,2017-04-07,1,0.65,26
Neuenburgersee_Cudrefin_MatterA,2017-05-28,2,0.675,27
Neuenburgersee_Cudrefin_MatterA,2017-06-25,3,0.65,26
Neuenburgersee_Cudrefin_MatterA,2017-07-29,4,0.525,21
Neuenburgersee_Cudrefin_MatterA,2017-08-20,5,0.475,19
Neuenburgersee_Cudrefin_MatterA,2017-09-24,6,0.75,30
Neuenburgersee_Cudrefin_MatterA,2017-10-28,7,0.575,23
Neuenburgersee_Cudrefin_MatterA,2017-12-17,8,0.525,21
Pfaffner_Rothrist_Ischik,2017-04-08,1,0.543,38
Pfaffner_Rothrist_Ischik,2017-05-30,2,0.213,16
Pfaffner_Rothrist_Ischik,2017-06-22,3,0.093,7
Pfaffner_Rothrist_Ischik,2017-07-17,4,0.071,5
Pfaffner_Rothrist_Ischik,2017-08-28,5,0.12,9
Pfaffner_Rothrist_Ischik,2017-09-24,6,0.075,4
Reuss,2017-04-24,1,0.2,1
reuss_hünenberg_eberhardy,2017-04-10,1,0.31,45
reuss_hünenberg_eberhardy,2017-05-09,2,0.254,33
reuss_hünenberg_eberhardy,2017-06-12,3,0.305,34
reuss_hünenberg_eberhardy,2017-07-09,4,0.235,27
reuss_hünenberg_eberhardy,2017-08-23,5,0.269,43
reuss_hünenberg_eberhardy,2017-09-20,6,0.066,9
reuss_hünenberg_eberhardy,2017-10-31,7,0.054,10
reuss_hünenberg_eberhardy,2017-11-18,8,0.037,7
reuss_hünenberg_eberhardy,2017-12-31,9,0.135,23
reuss_hünenberg_eberhardy,2018-01-31,10,0.166,32
reuss_hünenberg_eberhardy,2018-02-26,11,0.031,6
reuss_hünenberg_eberhardy,2018-03-19,12,0.1,21
reuss_ottenbach_schoenenbergerl,2017-04-27,1,0.225,20
reuss_ottenbach_schoenenbergerl,2017-05-28,2,0.378,37
reuss_ottenbach_schoenenbergerl,2017-06-24,3,0.506,45
reuss_ottenbach_schoenenbergerl,2017-07-30,4,0.389,42
reuss_ottenbach_schoenenbergerl,2017-08-27,5,0.289,26
reuss_ottenbach_schoenenbergerl,2017-09-25,6,0.086,10
reuss_ottenbach_schoenenbergerl,2017-10-29,7,0.052,6
reuss_ottenbach_schoenenbergerl,2017-11-26,8,0.028,3
reuss_ottenbach_schoenenbergerl,2017-12-31,9,0.089,8
reuss_ottenbach_schoenenbergerl,2018-01-28,10,0.122,11
reuss_ottenbach_schoenenbergerl,2018-02-25,11,0.06,7
reuss_ottenbach_schoenenbergerl,2018-03-25,12,0.061,6
Reuss_St.Karli_LinigerS/ImhofY,2017-04-30,1,2.49,122
Reuss_St.Karli_LinigerS/ImhofY,2017-05-04,2,1.214,17
Reuss_St.Karli_LinigerS/ImhofY,2017-07-07,3,1.343,47
Reuss_St.Karli_LinigerS/ImhofY,2017-10-06,4,0.333,28
Rhein_Basel,2017-04-30,1,2.852,174
Rhein_Basel,2017-05-24,2,1.11,91
Rhein_Basel,2017-06-01,3,3.177,197
Rhein_Basel_BlarerP_1,2017-04-22,1,1.574,288
Rhein_Basel_BlarerP_1,2017-05-29,2,1.191,218
Rhein_Basel_BlarerP_1,2017-06-21,3,0.765,150
Rhein_Basel_BlarerP_1,2017-07-26,4,1.209,237
Rhein_Basel_BlarerP_1,2017-08-30,5,0.939,184
Rhein_Basel_BlarerP_1,2017-09-28,6,0.679,133
